MOT.Q0,MOT.Q1,MOT.Q3,Label
0.331179,-0.542664,-0.612671,2
0.674737,0.076782,-0.131226,0
0.61501,-0.199219,-0.355042,1
0.659549,0.107666,-0.144836,0
0.799939,-0.022644,-0.202087,0
0.668367,-0.056946,-0.311951,1
0.322763,-0.542419,-0.614746,2
0.308819,-0.563599,-0.647888,2
0.716252,0.007385,-0.103638,0
0.668864,0.079651,-0.170471,0
0.322148,-0.540405,-0.616089,2
0.308445,-0.563171,-0.648438,2
0.459175,-0.108826,-0.270569,1
0.309649,-0.565735,-0.645935,2
0.766764,-0.021179,-0.169312,0
0.823088,0.076843,-0.064697,1
0.673288,0.035156,-0.114502,0
0.324523,-0.540588,-0.614868,2
0.640001,0.090759,-0.126465,0
0.860808,-0.063965,-0.171387,0
0.848313,0.169617,-0.055847,1
0.604418,-0.166321,-0.270325,1
0.322836,-0.54303,-0.614685,2
0.681953,-0.041382,6.1e-05,1
0.522245,-0.27301,-0.191162,1
0.821687,0.136047,-0.087463,1
0.310543,-0.564697,-0.646606,2
0.690962,-0.004272,-0.201965,0
0.308911,-0.565735,-0.646057,2
0.330743,-0.540894,-0.613159,2
0.325522,-0.541748,-0.613647,2
0.698692,-0.022522,-0.143005,0
0.311811,-0.566345,-0.644165,2
0.717282,-0.043823,-0.01123,1
0.647374,-0.23468,-0.34375,1
0.332654,-0.542297,-0.611633,2
0.695929,0.03125,-0.101135,0
0.324654,-0.540771,-0.614685,2
0.858584,-0.033997,-0.187012,0
0.593127,-0.190735,-0.326172,1
0.759763,-0.028748,-0.21106,0
0.698934,-0.036072,-0.111206,0
0.322607,-0.540833,-0.615662,2
0.311728,-0.565125,-0.64624,2
0.655539,0.001038,-0.064026,0
0.861537,0.20166,-0.046265,1
0.853215,0.005249,-0.190247,0
0.322001,-0.542297,-0.615112,2
0.702722,0.054138,-0.138245,0
0.836821,0.010864,-0.190735,0
0.308143,-0.565247,-0.646851,2
0.66042,-0.00769,-0.054993,0
0.313108,-0.566772,-0.644165,2
0.656136,-0.099365,-0.328308,1
0.670965,-0.078857,-0.324219,1
0.321742,-0.540955,-0.616943,2
0.492703,-0.264404,-0.164856,1
0.668596,0.069275,-0.139282,0
0.312516,-0.566895,-0.644653,2
0.861936,0.196899,-0.039185,1
0.654192,0.039978,-0.111816,0
0.696175,-0.029968,0.055603,1
0.673206,-0.075684,-0.322693,1
0.655662,-0.150208,-0.307922,1
0.669323,0.045898,-0.107605,0
0.325392,-0.542114,-0.61377,2
0.671739,0.05658,-0.102295,0
0.653555,-0.065918,0.05127,1
0.31013,-0.564453,-0.647095,2
0.799518,0.005554,-0.227539,0
0.847748,-0.014099,-0.179504,0
0.805286,0.007507,-0.228149,0
0.471477,-0.095032,-0.150269,1
0.330167,-0.541016,-0.613831,2
0.780963,0.090515,-0.063171,1
0.748198,0.065552,-0.009827,1
0.748574,0.030884,0.007202,1
0.323362,-0.54364,-0.614197,2
0.680725,-0.054321,-0.313721,1
0.841085,0.088013,-0.016235,1
0.326033,-0.542175,-0.613281,2
0.501674,-0.071716,-0.181702,1
0.638465,-0.273071,-0.305542,1
0.714066,-0.024292,-0.201599,0
0.769539,0.047791,-0.006165,1
0.311754,-0.565247,-0.645813,2
0.519342,-0.17334,-0.232361,1
0.848563,-0.089417,-0.147522,0
0.860737,0.02594,-0.201111,0
0.660723,0.090271,-0.143982,0
0.313101,-0.566772,-0.644592,2
0.510803,-0.189941,-0.254517,1
0.308188,-0.56366,-0.647827,2
0.330506,-0.541809,-0.612244,2
0.813911,0.098999,-0.057678,1
0.83407,0.027405,-0.218079,0
0.324753,-0.540894,-0.615417,2
0.82376,0.042236,-0.040588,1
0.668016,-0.026917,0.042725,1
0.815061,0.007935,-0.193237,0
0.323225,-0.543213,-0.614319,2
0.863302,0.002502,-0.19696,0
0.309455,-0.565735,-0.645874,2
0.710446,0.058472,-0.168457,0
0.320561,-0.540527,-0.61554,2
0.778437,0.011719,-0.03894,1
0.659407,-0.03833,-0.135254,0
0.603296,-0.184631,-0.335449,1
0.313548,-0.567139,-0.64386,2
0.312105,-0.565247,-0.645142,2
0.308966,-0.563843,-0.647644,2
0.468681,-0.195129,-0.145081,1
0.31122,-0.564941,-0.646606,2
0.811795,-0.060669,-0.225647,0
0.317744,-0.539307,-0.618347,2
0.720233,0.029541,-0.182739,0
0.325428,-0.542236,-0.613831,2
0.655914,-0.046265,-0.285706,1
0.681752,0.09198,-0.157715,0
0.644866,-0.097595,0.043762,1
0.701861,-0.039246,-0.204651,0
0.841266,-0.101196,-0.222168,0
0.705957,-0.03833,0.074829,1
0.621605,-0.181702,-0.388855,1
0.309561,-0.563782,-0.647644,2
0.321324,-0.539551,-0.616516,2
0.321964,-0.542175,-0.615051,2
0.594258,-0.037292,-0.280457,1
0.311764,-0.564697,-0.646057,2
0.661501,-0.015198,-0.128784,0
0.568455,-0.100098,-0.25354,1
0.674938,-0.144836,-0.27832,1
0.853358,-0.039185,-0.199219,0
0.597682,-0.19696,-0.27179,1
0.674577,0.077393,-0.128296,0
0.608301,-0.105896,-0.32666,1
0.320774,-0.539673,-0.616272,2
0.308951,-0.563293,-0.647705,2
0.637465,-0.060669,-0.320557,1
0.323547,-0.540955,-0.615295,2
0.772971,0.005676,0.020203,1
0.47507,-0.192322,-0.197327,1
0.852114,0.017395,-0.208313,0
0.861216,-0.028076,-0.207153,0
0.310851,-0.566772,-0.645142,2
0.309283,-0.565308,-0.646484,2
0.322621,-0.542358,-0.614075,2
0.641392,-0.102783,-0.338867,1
0.677158,0.037659,-0.132446,0
0.81598,0.093018,-0.101746,1
0.791683,0.036987,-0.22052,0
0.770425,0.019165,-0.192078,0
0.666612,-0.11261,-0.328552,1
0.690561,-0.041504,-0.323608,1
0.710978,-0.028015,0.068176,1
0.639597,0.084229,-0.115845,0
0.607648,-0.081421,-0.297485,1
0.63591,-0.210022,-0.358582,1
0.31321,-0.56665,-0.644531,2
0.309631,-0.564819,-0.646667,2
0.332278,-0.54248,-0.611816,2
0.708766,-0.040405,-0.000977,1
0.309071,-0.56366,-0.647522,2
0.63846,-0.027771,0.064087,1
0.320765,-0.540771,-0.617004,2
0.623812,-0.110291,-0.34491,1
0.870799,0.199951,-0.030273,1
0.324688,-0.540527,-0.614929,2
0.681108,0.082947,-0.151367,0
0.615927,-0.181213,-0.372498,1
0.853214,0.045349,-0.191284,0
0.853311,-0.089111,-0.158752,0
0.330847,-0.542358,-0.612793,2
0.833612,-0.031921,-0.180298,0
0.832563,0.090393,-0.062073,1
0.842815,-0.117737,-0.204529,0
0.310678,-0.566589,-0.645386,2
0.318886,-0.5401,-0.617676,2
0.323011,-0.543213,-0.614197,2
0.728109,-0.039978,0.055908,1
0.323271,-0.541504,-0.615051,2
0.803951,0.021423,-0.215576,0
0.841194,-0.021301,-0.097229,0
0.682924,0.039001,-0.101501,0
0.741956,0.036743,-0.144104,0
0.331585,-0.542603,-0.611755,2
0.82678,-0.049866,-0.151978,0
0.329887,-0.541138,-0.614014,2
0.833877,0.004272,-0.187683,0
0.851694,0.057617,-0.156982,0
0.7848,0.070984,-0.030212,1
0.32363,-0.543274,-0.61438,2
0.325079,-0.541626,-0.614319,2
0.430181,-0.121521,-0.221619,1
0.311571,-0.565613,-0.644653,2
0.642624,-0.022827,-0.158752,0
0.320556,-0.541077,-0.617126,2
0.708866,0.09375,-0.18219,0
0.330992,-0.542297,-0.611877,2
0.691152,0.031677,-0.118896,0
0.308722,-0.563538,-0.647949,2
0.694075,0.052673,-0.119568,0
0.687183,-0.076599,-0.300476,1
0.842159,-0.046631,-0.197998,0
0.682314,0.073486,-0.141907,0
0.322023,-0.542236,-0.615295,2
0.700639,0.066406,-0.147461,0
0.655781,-0.139221,-0.239014,1
0.842978,-0.049866,-0.200012,0
0.772433,0.015503,-0.200134,0
0.310489,-0.564758,-0.645691,2
0.331542,-0.542358,-0.611572,2
0.850776,-0.030701,-0.200806,0
0.811933,0.097168,-0.083496,1
0.574114,-0.065857,-0.239624,1
0.420202,-0.093933,-0.161438,1
0.45799,-0.175964,-0.164429,1
0.663616,-0.018738,0.073669,1
0.310205,-0.564331,-0.646973,2
0.839714,-0.026611,-0.108704,0
0.49492,-0.083862,-0.191101,1
0.674596,-0.095459,-0.29303,1
0.748796,0.035095,-0.002747,1
0.754943,0.041565,0.028076,1
0.667239,0.09967,-0.149536,0
0.798784,0.075806,-0.220886,0
0.692685,0.060852,-0.15625,0
0.329547,-0.541504,-0.614014,2
0.673935,-0.038635,-0.133911,0
0.867521,-0.057312,-0.208374,0
0.321673,-0.540527,-0.616699,2
0.832647,-0.014587,-0.176147,0
0.322945,-0.5401,-0.616455,2
0.633503,-0.021545,-0.152283,0
0.666653,0.028809,-0.089783,0
0.852373,-0.030273,-0.201294,0
0.850538,-0.094971,-0.228149,0
0.610142,-0.022217,0.05542,1
0.331621,-0.542053,-0.613159,2
0.728112,0.014648,-0.119141,0
0.669238,-0.145813,-0.30896,1
0.31187,-0.565674,-0.645691,2
0.623484,-0.204773,-0.365967,1
0.309007,-0.564697,-0.647034,2
0.660541,0.093018,-0.137329,0
0.323131,-0.542114,-0.614258,2
0.834668,-0.092102,-0.160095,0
0.321064,-0.540161,-0.616821,2
0.309478,-0.565796,-0.646118,2
0.696231,-0.045776,0.078003,1
0.310799,-0.56543,-0.645264,2
0.876194,-0.018982,-0.196716,0
0.64788,0.086121,-0.121704,0
0.330929,-0.542114,-0.613525,2
0.331568,-0.54248,-0.612061,2
0.698175,0.038635,-0.170166,0
0.30991,-0.565369,-0.646362,2
0.829496,0.051086,-0.262329,0
0.52915,-0.175049,-0.244507,1
0.787127,-0.034729,-0.212952,0
0.806617,-0.082825,-0.225098,0
0.559268,-0.221252,-0.216858,1
0.331057,-0.541992,-0.611877,2
0.820041,0.008606,-0.200378,0
0.85902,0.005859,-0.150391,0
0.684224,-0.076599,-0.297302,1
0.667973,0.066833,-0.133118,0
0.853498,-0.040771,-0.230103,0
0.311976,-0.565308,-0.645691,2
0.793914,-0.055054,-0.186646,0
0.320937,-0.541382,-0.615723,2
0.856209,-0.062256,-0.212708,0
0.310566,-0.566833,-0.645264,2
0.690516,0.080688,-0.127197,0
0.662668,0.080444,-0.146423,0
0.31122,-0.564758,-0.645996,2
0.324862,-0.541016,-0.615112,2
0.803206,0.071594,-0.233215,0
0.661014,0.093384,-0.149231,0
0.477822,-0.164429,-0.180359,1
0.311949,-0.565002,-0.64624,2
0.770465,0.082153,-0.020447,1
0.307841,-0.56311,-0.648315,2
0.450929,-0.092896,-0.170654,1
0.438736,-0.122803,-0.229675,1
0.312415,-0.565674,-0.645081,2
0.675816,0.085876,-0.141724,0
0.668133,0.068542,-0.139954,0
0.673595,0.079285,-0.147949,0
0.751133,-0.031738,-0.217285,0
0.757671,0.021057,-0.042053,1
0.323708,-0.542786,-0.615051,2
0.688212,0.105896,-0.193726,0
0.854693,-0.097412,-0.227234,0
0.857669,0.010315,-0.216064,0
0.640405,0.056641,-0.082642,0
0.876559,-0.114624,-0.155579,0
0.30988,-0.565979,-0.645996,2
0.714445,0.020264,-0.158447,0
0.765835,0.098816,-0.206726,0
0.871505,-0.026428,-0.180481,0
0.418923,-0.094849,-0.159851,1
0.626784,-0.238953,-0.362915,1
0.322433,-0.541199,-0.616882,2
0.587609,-0.207336,-0.332214,1
0.32289,-0.54303,-0.614563,2
0.325127,-0.541443,-0.614502,2
0.311968,-0.564636,-0.645935,2
0.683443,-0.026611,0.023926,1
0.862702,0.062988,-0.100647,1
0.311206,-0.565308,-0.64502,2
0.864091,0.122437,-0.030823,1
0.470592,-0.17572,-0.145447,1
0.638223,-0.068542,0.104919,1
0.309484,-0.565002,-0.646423,2
0.797956,0.118958,-0.096375,1
0.330879,-0.541931,-0.612732,2
0.590201,-0.181519,-0.30603,1
0.673397,-0.14856,-0.249817,1
0.697627,0.051758,-0.137512,0
0.736963,0.048584,-0.126709,0
0.681464,0.062988,-0.152771,0
0.331572,-0.542664,-0.611755,2
0.855538,-0.065491,-0.201477,0
0.331287,-0.541565,-0.612976,2
0.733402,0.033997,-0.183899,0
0.676944,0.067383,-0.098328,0
0.322772,-0.541199,-0.615723,2
0.319282,-0.539978,-0.617859,2
0.677742,-0.027649,0.046021,1
0.814412,-0.007202,-0.198181,0
0.736626,0.008545,-0.142456,0
0.673832,0.043518,-0.129211,0
0.684392,0.026611,-0.107178,0
0.308432,-0.564636,-0.6474,2
0.32576,-0.542297,-0.613647,2
0.581255,-0.172607,-0.306641,1
0.322639,-0.542908,-0.61499,2
0.800486,-0.036255,-0.215149,0
0.838195,-0.022278,-0.20813,0
0.78029,0.030212,-0.148621,0
0.868939,-0.025757,-0.202759,0
0.32232,-0.54248,-0.614502,2
0.310814,-0.565308,-0.645325,2
0.682383,-0.133423,-0.283447,1
0.798492,0.020203,-0.143555,0
0.44359,-0.096741,-0.159912,1
0.312286,-0.56543,-0.645203,2
0.885529,-0.134888,-0.150635,0
0.802531,0.148132,-0.128967,1
0.738644,0.05957,-0.162292,0
0.54632,-0.1521,-0.217651,1
0.837419,-0.044373,-0.200928,0
0.517597,-0.152466,-0.249023,1
0.330645,-0.541809,-0.612122,2
0.742062,-0.010681,-0.202332,0
0.724014,0.041382,-0.191711,0
0.859346,-0.049866,-0.215942,0
0.668703,0.087097,-0.115967,0
0.837517,0.137939,-0.016907,1
0.636854,-0.202942,-0.362183,1
0.692849,0.09082,-0.161377,0
0.710434,-0.093262,-0.129211,0
0.662565,0.048279,-0.103149,0
0.550235,-0.215698,-0.265869,1
0.859722,0.195984,-0.052368,1
0.674375,0.069702,-0.096741,0
0.807679,0.140015,-0.106628,1
0.712972,-0.028198,-0.111023,0
0.505288,-0.201782,-0.230225,1
0.813658,0.146057,-0.106689,1
0.820254,-0.052429,-0.148376,0
0.323555,-0.542175,-0.614075,2
0.615496,-0.039185,-0.263306,1
0.562091,-0.107666,-0.27594,1
0.652507,-0.080933,-0.310974,1
0.439494,-0.189758,-0.140625,1
0.322211,-0.542236,-0.615479,2
0.584749,-0.135315,-0.29126,1
0.603969,-0.113464,-0.229126,1
0.311826,-0.565063,-0.64563,2
0.325333,-0.541809,-0.614258,2
0.865443,-0.107178,-0.167542,0
0.322436,-0.541504,-0.614502,2
0.331771,-0.542297,-0.612488,2
0.692464,0.097595,-0.117981,0
0.653013,0.003906,-0.059387,0
0.454355,-0.094238,-0.146301,1
0.631475,-0.121338,-0.314331,1
0.719051,0.013306,0.002808,1
0.723454,-0.028137,-0.191589,0
0.322156,-0.542358,-0.614319,2
0.675255,0.071655,-0.129089,0
0.551653,-0.171692,-0.233276,1
0.330893,-0.541748,-0.612183,2
0.322026,-0.542969,-0.614929,2
0.807222,0.036621,-0.070313,1
0.719358,0.064758,-0.164307,0
0.313725,-0.567322,-0.643921,2
0.322888,-0.540771,-0.615662,2
0.854817,0.024353,-0.210632,0
0.655834,-0.018127,0.0448,1
0.322778,-0.543213,-0.614319,2
0.332226,-0.542358,-0.612,2
0.322448,-0.542053,-0.615234,2
0.796413,0.036804,-0.044495,1
0.692406,-0.065857,-0.302063,1
0.687828,-0.013062,-0.15979,0
0.312669,-0.566101,-0.644775,2
0.871618,0.027283,-0.161255,0
0.331806,-0.542236,-0.613037,2
0.323371,-0.54303,-0.614685,2
0.332044,-0.54248,-0.611755,2
0.690828,0.064514,-0.161011,0
0.646334,0.052002,-0.082703,0
0.313272,-0.566528,-0.644531,2
0.320324,-0.54071,-0.617615,2
0.843706,0.114563,-0.0448,1
0.331583,-0.542725,-0.612305,2
0.313098,-0.56665,-0.64447,2
0.827814,0.001038,-0.167542,0
0.817111,-0.007202,-0.191833,0
0.332231,-0.542419,-0.611755,2
0.855324,-0.036133,-0.19928,0
0.323621,-0.543274,-0.614197,2
0.330108,-0.541992,-0.613281,2
0.435715,-0.192322,-0.151489,1
0.610196,-0.185852,-0.324402,1
0.632185,-0.201233,-0.362854,1
0.85106,-0.027771,-0.208679,0
0.825418,-0.013428,-0.177917,0
0.698421,-0.030396,0.078186,1
0.707276,0.008179,0.064087,1
0.661068,0.05658,-0.077148,0
0.665027,0.052246,-0.08075,0
0.310503,-0.565186,-0.645813,2
0.310736,-0.565125,-0.646179,2
0.703967,-0.021362,-0.134033,0
0.857503,-0.014465,-0.16217,0
0.699103,0.028015,-0.130493,0
0.646302,-0.139038,-0.236389,1
0.656758,0.109497,-0.176575,0
0.8278,-0.04071,-0.204712,0
0.459947,-0.188782,-0.215515,1
0.694506,-0.044495,0.080688,1
0.648059,-0.013123,-0.16156,0
0.683833,0.001587,0.044617,1
0.310811,-0.56604,-0.645996,2
0.733701,0.042297,-0.180298,0
0.625071,-0.084961,0.043335,1
0.331549,-0.542725,-0.612183,2
0.842253,0.012451,-0.212158,0
0.796864,-0.034363,-0.214905,0
0.745982,-0.093872,-0.169312,0
0.640854,-0.23761,-0.341064,1
0.322432,-0.540161,-0.615967,2
0.63839,0.091125,-0.124146,0
0.666156,-0.04657,0.039917,1
0.324417,-0.540588,-0.615112,2
0.754543,-0.017639,-0.167236,0
0.309235,-0.565613,-0.64624,2
0.596864,-0.158142,-0.282166,1
0.311658,-0.564697,-0.646301,2
0.870252,-0.031128,-0.196411,0
0.332279,-0.54303,-0.611328,2
0.331915,-0.54248,-0.61145,2
0.567553,-0.188293,-0.320007,1
0.319565,-0.540283,-0.617493,2
0.324341,-0.540771,-0.61438,2
0.56326,-0.155945,-0.241699,1
0.322931,-0.542297,-0.615234,2
0.710315,-0.028564,0.069214,1
0.674549,0.095703,-0.103333,0
0.309444,-0.565796,-0.646057,2
0.86147,-0.018433,-0.1474,0
0.835616,-0.020874,-0.205566,0
0.847914,-0.092957,-0.175537,0
0.4744,-0.194214,-0.168518,1
0.594399,-0.248413,-0.332886,1
0.31188,-0.563904,-0.647156,2
0.814776,-0.02179,-0.201294,0
0.824789,0.075623,-0.036926,1
0.691237,-0.013855,-0.134644,0
0.331736,-0.542664,-0.611572,2
0.771813,0.036255,-0.132996,0
0.30945,-0.564392,-0.646973,2
0.313146,-0.566162,-0.644104,2
0.636719,0.085327,-0.116943,0
0.329672,-0.540344,-0.613892,2
0.321977,-0.54071,-0.616333,2
0.663633,-0.107117,-0.333923,1
0.798903,-0.015076,-0.12384,0
0.311021,-0.565308,-0.645264,2
0.631317,-0.270325,-0.296021,1
0.517824,-0.214783,-0.220398,1
0.321847,-0.542297,-0.615662,2
0.311817,-0.565002,-0.645996,2
0.639235,-0.034607,-0.232971,1
0.851507,0.118225,-0.034058,1
0.332132,-0.542114,-0.611938,2
0.827609,0.06488,-0.047913,1
0.329462,-0.541138,-0.613586,2
0.670576,-0.102539,-0.329163,1
0.732051,0.051575,-0.124512,0
0.648922,-0.117554,-0.328491,1
0.670285,-0.049683,-0.296814,1
0.322766,-0.542969,-0.613647,2
0.331274,-0.542297,-0.613037,2
0.31129,-0.565308,-0.645752,2
0.69709,-0.011475,-0.11554,0
0.797526,-0.045898,-0.211548,0
0.310203,-0.56488,-0.646301,2
0.608958,-0.056458,-0.302795,1
0.760441,0.022522,-0.206116,0
0.873117,0.009949,-0.18457,0
0.331409,-0.542847,-0.612244,2
0.555407,-0.198425,-0.320557,1
0.750071,0.085938,-0.065552,1
0.861666,-0.099731,-0.143494,0
0.32358,-0.539795,-0.616577,2
0.310229,-0.56427,-0.646667,2
0.330383,-0.541504,-0.613892,2
0.322662,-0.542053,-0.615356,2
0.548003,-0.108826,-0.250061,1
0.331048,-0.541382,-0.61322,2
0.780742,-0.012451,-0.136841,0
0.309114,-0.563965,-0.647583,2
0.68165,0.009705,-0.200684,1
0.416142,-0.070618,-0.18512,1
0.310571,-0.565186,-0.645935,2
0.696896,0.033997,-0.104248,0
0.311612,-0.564575,-0.646545,2
0.310284,-0.564026,-0.647278,2
0.672742,0.115173,-0.140198,0
0.412787,-0.1203,-0.227722,1
0.61805,-0.207153,-0.364563,1
0.311471,-0.567017,-0.644897,2
0.691095,-0.049988,0.079712,1
0.617195,-0.200989,-0.36084,1
0.659504,-0.113586,-0.326904,1
0.691405,0.05011,-0.123413,0
0.778941,-0.006531,-0.188232,0
0.308485,-0.564758,-0.647461,2
0.711782,-0.031799,-0.178528,0
0.324713,-0.540955,-0.615479,2
0.551751,-0.17334,-0.312866,1
0.833937,-0.016479,-0.171265,0
0.330559,-0.540771,-0.613647,2
0.528106,-0.100403,-0.226196,1
0.685249,0.093689,-0.109375,0
0.854608,-0.077209,-0.166443,0
0.312544,-0.566589,-0.643982,2
0.813923,0.118958,-0.038147,1
0.311761,-0.566467,-0.644043,2
0.713115,-0.01947,-0.181213,0
0.827402,0.107422,-0.030151,1
0.83304,0.00061,-0.219055,0
0.678886,0.05658,-0.143005,0
0.635617,-0.146729,-0.335266,1
0.331515,-0.541931,-0.613464,2
0.403772,-0.117432,-0.225647,1
0.332193,-0.541992,-0.612061,2
0.519823,-0.1521,-0.221069,1
0.733951,0.08429,-0.001465,1
0.324619,-0.541199,-0.614563,2
0.635898,-0.192383,-0.312744,1
0.673248,0.09668,-0.160828,0
0.542291,-0.129089,-0.31842,1
0.648969,-0.025696,0.05011,1
0.830404,0.134338,-0.077393,1
0.325095,-0.540405,-0.615479,2
0.665609,0.076782,-0.152527,0
0.322138,-0.541199,-0.616943,2
0.310691,-0.565674,-0.645874,2
0.870066,-0.028076,-0.204773,0
0.323622,-0.541321,-0.614746,2
0.77795,0.016296,-0.026306,1
0.674764,0.06604,-0.147644,0
0.76217,0.060547,-0.009399,1
0.681713,0.034729,-0.119568,0
0.646408,-0.028442,0.054688,1
0.311452,-0.567261,-0.644653,2
0.791553,-0.029175,-0.136658,0
0.642537,-0.052795,0.065796,1
0.801038,-0.03717,-0.157837,0
0.622241,-0.020203,0.052185,1
0.321928,-0.539673,-0.617126,2
0.324534,-0.54071,-0.61499,2
0.701715,0.021484,-0.118835,0
0.663657,0.093933,-0.144531,0
0.319821,-0.540527,-0.617615,2
0.657789,-0.078369,0.05011,1
0.724669,-0.017639,0.048035,1
0.630336,-0.108154,-0.2901,1
0.478572,-0.186646,-0.160828,1
0.472665,-0.164734,-0.184753,1
0.795364,0.079346,-0.224731,0
0.675738,0.000488,0.048645,1
0.311753,-0.56781,-0.643677,2
0.755856,0.031982,-0.005798,1
0.323333,-0.541382,-0.615173,2
0.861092,-0.036499,-0.188293,0
0.646451,-0.039307,0.057556,1
0.853536,-0.045471,-0.211365,0
0.684384,0.069031,-0.161011,0
0.32023,-0.540833,-0.61615,2
0.624852,-0.194092,-0.355469,1
0.828663,-0.021729,-0.213074,0
0.312764,-0.566162,-0.644714,2
0.868145,-0.041504,-0.123352,0
0.567217,-0.109802,-0.249268,1
0.309673,-0.566345,-0.645813,2
0.322426,-0.5401,-0.616211,2
0.853473,-0.027222,-0.204468,0
0.646313,-0.010864,0.040833,1
0.754751,0.102966,-0.203064,0
0.557241,-0.144165,-0.23877,1
0.785598,0.086304,-0.058777,1
0.855717,-0.039307,-0.182312,0
0.650327,-0.019043,0.06543,1
0.323665,-0.541626,-0.615112,2
0.309909,-0.564026,-0.647034,2
0.324066,-0.541626,-0.614807,2
0.859946,-0.015259,-0.182861,0
0.322404,-0.542664,-0.614014,2
0.818396,-0.009338,-0.215454,0
0.310422,-0.566711,-0.645325,2
0.313911,-0.567383,-0.643738,2
0.789995,0.102539,-0.070068,1
0.867367,-0.014343,-0.161316,0
0.487798,-0.188782,-0.203796,1
0.310583,-0.566162,-0.645691,2
0.311325,-0.565674,-0.645569,2
0.321592,-0.540222,-0.616211,2
0.462484,-0.210693,-0.129883,1
0.577865,-0.156555,-0.251038,1
0.619668,-0.206848,-0.368408,1
0.816712,0.157776,-0.088013,1
0.310059,-0.564209,-0.647034,2
0.683603,-0.062439,-0.308472,1
0.321469,-0.541504,-0.615479,2
0.313063,-0.566101,-0.645508,2
0.859651,-0.036194,-0.20105,0
0.311834,-0.565247,-0.645813,2
0.33163,-0.54303,-0.611633,2
0.752623,-0.011108,-0.207092,0
0.332675,-0.54248,-0.611694,2
0.721992,0.043884,0.004944,1
0.310871,-0.565186,-0.645752,2
0.33069,-0.540771,-0.613342,2
0.672091,0.042725,-0.129272,0
0.673347,0.016479,-0.102112,0
0.869734,-0.03363,-0.212891,0
0.323314,-0.539429,-0.616943,2
0.826209,-0.075012,-0.134644,0
0.676482,-0.156128,-0.318054,1
0.685107,-0.052063,0.083191,1
0.311713,-0.565247,-0.646179,2
0.311579,-0.564575,-0.646484,2
0.860913,-0.026489,-0.134521,0
0.321685,-0.541626,-0.61615,2
0.613808,-0.16156,-0.292297,1
0.667058,-0.014648,0.024902,1
0.866743,-0.036072,-0.119141,0
0.696569,0.001526,0.031494,1
0.312576,-0.566101,-0.644897,2
0.671108,0.019531,-0.098267,0
0.322833,-0.541443,-0.616272,2
0.741698,0.069153,-0.131897,0
0.845097,-0.079834,-0.200012,0
0.50299,-0.260193,-0.182617,1
0.858874,-0.095337,-0.158203,0
0.331531,-0.541565,-0.61261,2
0.669907,-0.159119,-0.324951,1
0.793966,0.011047,-0.238586,0
0.698345,-0.01355,-0.203064,0
0.32415,-0.540588,-0.615112,2
0.418561,-0.177368,-0.19342,1
0.776488,0.059204,-0.005676,1
0.854923,-0.048828,-0.214661,0
0.856264,-0.046204,-0.207642,0
0.743816,-0.005737,-0.118469,0
0.870867,-0.043335,-0.122864,0
0.311121,-0.565796,-0.64502,2
0.309452,-0.564575,-0.646851,2
0.322582,-0.542175,-0.615479,2
0.311873,-0.56543,-0.646057,2
0.321956,-0.541748,-0.614868,2
0.670285,0.07782,-0.094055,0
0.692971,0.045044,-0.066345,0
0.670292,-0.014404,-0.107483,0
0.720031,0.025269,0.000305,1
0.796309,-0.048645,-0.166138,0
0.658985,0.097107,-0.136108,0
0.765484,0.031677,-0.199951,0
0.322153,-0.542175,-0.615234,2
0.321712,-0.54071,-0.617126,2
0.324536,-0.540222,-0.616028,2
0.851298,-0.034607,-0.217957,0
0.747153,-0.012878,-0.164917,0
0.716524,0.05072,-0.158203,0
0.321315,-0.541382,-0.615479,2
0.551967,-0.073608,-0.227356,1
0.750091,0.072998,-0.170837,0
0.793072,0.079956,-0.078796,0
0.322319,-0.541809,-0.615845,2
0.324762,-0.541321,-0.61438,2
0.312296,-0.564697,-0.645569,2
0.311268,-0.564331,-0.646423,2
0.659016,-0.133728,-0.338501,1
0.634817,-0.017639,-0.092468,0
0.473815,-0.107117,-0.275513,1
0.472671,-0.164673,-0.23114,1
0.857211,-0.037415,-0.207581,0
0.642793,-0.138794,-0.235779,1
0.739548,-0.038513,-0.179504,0
0.322772,-0.542419,-0.614929,2
0.675283,0.061035,-0.144104,0
0.657564,-0.196228,-0.289795,1
0.674157,0.108276,-0.088074,0
0.69603,-0.006042,0.056519,1
0.311561,-0.565247,-0.645752,2
0.541093,-0.15863,-0.248291,1
0.32958,-0.541931,-0.613525,2
0.434874,-0.190308,-0.140686,1
0.311821,-0.567627,-0.643921,2
0.33122,-0.542358,-0.612732,2
0.748413,-0.018066,-0.196167,0
0.312689,-0.566162,-0.644287,2
0.743761,-0.023682,-0.17981,0
0.310953,-0.564819,-0.645569,2
0.500588,-0.208557,-0.215759,1
0.323144,-0.543091,-0.614563,2
0.704084,0.084534,-0.168274,0
0.50759,-0.056091,-0.241577,1
0.312492,-0.565979,-0.644775,2
0.312551,-0.566162,-0.64447,2
0.634267,-0.036987,0.069397,1
0.415905,-0.179871,-0.189941,1
0.67671,0.055908,-0.139099,0
0.780677,0.026794,-0.16272,0
0.331778,-0.542419,-0.61261,2
0.767945,0.033203,-0.160461,0
0.610573,-0.10376,-0.278687,1
0.313327,-0.566589,-0.644104,2
0.331457,-0.542664,-0.612427,2
0.86189,-0.006287,-0.178955,0
0.622112,-0.17804,-0.381409,1
